A,,4.2354934349851756E-4
A,1111111111231121,4.2354934349851756E-4
A,1111111112211,4.2354934349851756E-4
A,111232,4.2354934349851756E-4
A,24111111,4.2354934349851756E-4
A,11111121,0.008894536213468869
A,11111112,0.023295213892418468
A,11111111,0.09741634900465904
A,2221111,4.2354934349851756E-4
A,1111111211111111111111,4.2354934349851756E-4
A,1212,8.470986869970351E-4
A,2222444,4.2354934349851756E-4
A,422424,4.2354934349851756E-4
A,1211,0.0012706480304955528
A,122124,4.2354934349851756E-4
A,1112121111111111,8.470986869970351E-4
A,1111121111111111,4.2354934349851756E-4
A,1212211111111111,4.2354934349851756E-4
A,111111111111111122,4.2354934349851756E-4
A,1111111112222,4.2354934349851756E-4
A,111222,0.002964845404489623
A,1112122,4.2354934349851756E-4
A,11112221,0.0012706480304955528
A,11111132,8.470986869970351E-4
A,11111123,0.0016941973739940702
A,11111122,0.010165184243964422
A,1,0.005929690808979246
A,22234222222221,4.2354934349851756E-4
A,11121112111111,4.2354934349851756E-4
A,11112211,0.004659042778483694
A,2,8.470986869970351E-4
A,11112212,0.0021177467174925877
A,3,4.2354934349851756E-4
A,11111124,0.0012706480304955528
A,122211221211,4.2354934349851756E-4
A,4,4.2354934349851756E-4
A,122111,4.2354934349851756E-4
A,1222,4.2354934349851756E-4
A,1112121,4.2354934349851756E-4
A,1221,4.2354934349851756E-4
A,11112111111111111111111111,4.2354934349851756E-4
A,4242122,4.2354934349851756E-4
A,111111111111,0.021177467174925878
A,111111111112,0.0025412960609911056
A,42224,4.2354934349851756E-4
A,111111111111111111,8.470986869970351E-4
A,111212,4.2354934349851756E-4
A,111211,0.0025412960609911056
A,1112111,4.2354934349851756E-4
A,2121211111112122,4.2354934349851756E-4
A,422211,4.2354934349851756E-4
A,121211111211111111,4.2354934349851756E-4
A,11112224,4.2354934349851756E-4
A,11112222,0.002964845404489623
A,2222222,0.008894536213468869
A,21212121,0.0021177467174925877
A,2222224,8.470986869970351E-4
A,21212122,4.2354934349851756E-4
A,1111111111141,4.2354934349851756E-4
A,111111111121,8.470986869970351E-4
A,111111111122,0.0025412960609911056
A,111111112212,4.2354934349851756E-4
A,111111112211,0.0012706480304955528
A,1334331334341114,4.2354934349851756E-4
A,112211121112121111,4.2354934349851756E-4
A,11112241,8.470986869970351E-4
A,2222212,8.470986869970351E-4
A,2222211,8.470986869970351E-4
A,21212111,8.470986869970351E-4
A,121242,4.2354934349851756E-4
