BBA,0.00361794500723589
AABCAAA,7.23589001447178E-4
AABACCA,7.23589001447178E-4
BCAAAAA,7.23589001447178E-4
iABA,0.001447178002894356
vAABBCA,7.23589001447178E-4
vAB,0.001447178002894356
vAA,7.23589001447178E-4
ABAD,7.23589001447178E-4
ABAB,0.00361794500723589
AABBAA,0.002170767004341534
ABAC,0.08465991316931983
ABAA,0.002894356005788712
AA,0.04775687409551375
iiA,0.005065123010130246
AAA,0.007959479015918957
AB,0.0658465991316932
ABCA,0.012301013024602027
BCA,0.002894356005788712
iABCDAAAA,7.23589001447178E-4
AAB,0.041968162083936326
AABAAA,7.23589001447178E-4
vABCD,7.23589001447178E-4
iAAB,7.23589001447178E-4
ABACA,0.002170767004341534
iiABAA,7.23589001447178E-4
iiABCAAAA,7.23589001447178E-4
ABAi,7.23589001447178E-4
vABC,7.23589001447178E-4
ABBD,7.23589001447178E-4
vABB,7.23589001447178E-4
ABBA,0.002170767004341534
BA,0.00361794500723589
ABA,0.02532561505065123
A,0.10709117221418235
AABA,0.3154848046309696
ABB,0.015195369030390739
AABAAAA,7.23589001447178E-4
ABC,0.01881331403762663
iAA,0.002170767004341534
iABAAA,7.23589001447178E-4
vAABA,0.001447178002894356
AAi,7.23589001447178E-4
vAABC,7.23589001447178E-4
iAB,7.23589001447178E-4
iiABCA,7.23589001447178E-4
ABCDAA,7.23589001447178E-4
iiAABAAAAAAA,7.23589001447178E-4
ABCAA,0.001447178002894356
AAABAii,7.23589001447178E-4
AABBA,0.002894356005788712
ABCAD,7.23589001447178E-4
AABAi,7.23589001447178E-4
AABBCD,7.23589001447178E-4
ABCD,0.017366136034732273
AAAA,0.005065123010130246
ABCB,0.001447178002894356
AAAB,0.005788712011577424
ABCC,0.001447178002894356
BBCCA,7.23589001447178E-4
BCDA,7.23589001447178E-4
BBACAA,7.23589001447178E-4
iAAABAAAAA,7.23589001447178E-4
iAABAAA,7.23589001447178E-4
ABBCAAA,7.23589001447178E-4
i,0.001447178002894356
iiAABA,0.004341534008683068
iiAAAAAAABBCAAAA,7.23589001447178E-4
AABAA,0.016642547033285094
iiAB,0.002894356005788712
AABAB,7.23589001447178E-4
iiAA,0.001447178002894356
iiAAAA,7.23589001447178E-4
AABAC,0.006512301013024602
AABAD,0.001447178002894356
AABD,7.23589001447178E-4
AABB,7.23589001447178E-4
AABC,0.027496382054992764
BBAA,0.02604920405209841
BBCA,0.001447178002894356
AABAACC,7.23589001447178E-4
BBAv,7.23589001447178E-4
iiABCAA,7.23589001447178E-4
ABCDA,7.23589001447178E-4
ABBAC,7.23589001447178E-4
AAABA,7.23589001447178E-4
ABCCA,7.23589001447178E-4
iiAABC,7.23589001447178E-4
ABBAA,0.001447178002894356
AACD,7.23589001447178E-4
iiAAAAA,7.23589001447178E-4
iAABA,0.006512301013024602
iAABB,7.23589001447178E-4
AAAAB,7.23589001447178E-4
AABCC,7.23589001447178E-4
AABCD,0.001447178002894356
AABCA,0.002894356005788712
AAAAA,0.001447178002894356
AABCB,7.23589001447178E-4
ABCBD,7.23589001447178E-4
ABBAAAAA,7.23589001447178E-4
AAABAA,7.23589001447178E-4
ABvv,7.23589001447178E-4
CCDA,7.23589001447178E-4
BACA,0.008683068017366137
AABACAA,7.23589001447178E-4
iiABBCDDAA,7.23589001447178E-4
iABCD,0.002170767004341534
iABCA,7.23589001447178E-4
iAAAA,0.001447178002894356
ABBCB,7.23589001447178E-4
vvAAB,7.23589001447178E-4
iiABB,7.23589001447178E-4
iiABC,7.23589001447178E-4
AABCAA,0.001447178002894356
AABBAAA,7.23589001447178E-4
BAA,0.00361794500723589
BADA,7.23589001447178E-4
iiAABAACAA,7.23589001447178E-4
vvAABA,0.001447178002894356
iAAAAA,7.23589001447178E-4
iiAABAC,0.001447178002894356
AABAAAAA,7.23589001447178E-4
ABBAAA,7.23589001447178E-4
ABBCA,7.23589001447178E-4
AiAAAAA,7.23589001447178E-4
iiAABAA,0.002170767004341534
AiA,7.23589001447178E-4
iA,0.002894356005788712
vvAAAB,7.23589001447178E-4
iiAAA,0.001447178002894356
iiAAB,0.002894356005788712
